Unnamed: 0,Qid,Question,Db_Id,Difficulty,Query Gold,Repeated,Query Generated,Most Frequent Query,Execution Accuracy
10,776,Provide the hero name and race of Charles Chandler.,superhero,simple,"SELECT T1.superhero_name, T2.race FROM superhero AS T1 INNER JOIN race AS T2 ON T1.race_id = T2.id WHERE T1.full_name = 'Charles Chandler'",7,"SELECT superhero.superhero_name, race.race FROM superhero JOIN race ON superhero.race_id = race.id WHERE superhero.full_name = 'Charles Chandler'
SELECT superhero.superhero_name, race.race FROM superhero JOIN race ON superhero.race_id = race.id WHERE superhero.full_name = 'Charles Chandler'
SELECT superhero.superhero_name, race.race FROM superhero JOIN race ON superhero.race_id = race.id WHERE superhero.full_name = 'Charles Chandler'
SELECT superhero.superhero_name, race.race FROM superhero JOIN race ON superhero.race_id = race.id WHERE superhero.full_name = 'Charles Chandler'
SELECT superhero.superhero_name, race.race FROM superhero JOIN race ON superhero.race_id = race.id WHERE superhero.full_name = 'Charles Chandler'
SELECT superhero.superhero_name, race.race FROM superhero JOIN race ON superhero.race_id = race.id WHERE superhero.full_name = 'Charles Chandler'
SELECT superhero.superhero_name, race.race FROM superhero JOIN race ON superhero.race_id = race.id WHERE superhero.full_name = 'Charles Chandler'","SELECT superhero.superhero_name, race.race FROM superhero JOIN race ON superhero.race_id = race.id WHERE superhero.full_name = 'Charles Chandler'",1.0
11,1114,What was the average overall rating for Marko Arnautovic from 2007/2/22 to 2016/4/21?,european_football_2,challenging,"SELECT CAST(SUM(t2.overall_rating) AS REAL) / COUNT(t2.id) FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_fifa_api_id = t2.player_fifa_api_id WHERE t1.player_name = 'Marko Arnautovic' AND SUBSTR(t2.`date`, 1, 10) BETWEEN '2007-02-22' AND '2016-04-21'",7,"SELECT AVG(overall_rating) FROM player_attributes JOIN player ON player_attributes.player_api_id = player.player_api_id WHERE player.player_name = 'Marko Arnautovic' AND player_attributes.date BETWEEN '2007-02-22' AND '2016-04-21'
SELECT AVG(overall_rating) FROM player_attributes JOIN player ON player_attributes.player_api_id = player.player_api_id WHERE player.player_name = 'Marko Arnautovic' AND player_attributes.date BETWEEN '2007-02-22' AND '2016-04-21'
SELECT AVG(overall_rating) FROM player_attributes JOIN player ON player_attributes.player_api_id = player.player_api_id WHERE player.player_name = 'Marko Arnautovic' AND player_attributes.date BETWEEN '2007-02-22' AND '2016-04-21'
SELECT AVG(overall_rating) FROM player_attributes JOIN player ON player_attributes.player_api_id = player.player_api_id WHERE player.player_name = 'Marko Arnautovic' AND player_attributes.date BETWEEN '2007-02-22' AND '2016-04-21'
SELECT AVG(overall_rating) FROM player_attributes JOIN player ON player_attributes.player_api_id = player.player_api_id WHERE player.player_name = 'Marko Arnautovic' AND player_attributes.date BETWEEN '2007-02-22' AND '2016-04-21'
SELECT AVG(overall_rating) FROM player_attributes JOIN player ON player_attributes.player_api_id = player.player_api_id WHERE player.player_name = 'Marko Arnautovic' AND player_attributes.date BETWEEN '2007-02-22' AND '2016-04-21'
SELECT AVG(overall_rating) FROM player_attributes JOIN player ON player_attributes.player_api_id = player.player_api_id WHERE player.player_name = 'Marko Arnautovic' AND player_attributes.date BETWEEN '2007-02-22' AND '2016-04-21'",SELECT AVG(overall_rating) FROM player_attributes JOIN player ON player_attributes.player_api_id = player.player_api_id WHERE player.player_name = 'Marko Arnautovic' AND player_attributes.date BETWEEN '2007-02-22' AND '2016-04-21',0.0
12,1403,Indicate the name of the closed event whose cost has exceeded the budget the most.,student_club,moderate,SELECT T2.event_name FROM budget AS T1 INNER JOIN event AS T2 ON T2.event_id = T1.link_to_event WHERE T1.event_status = 'Closed' AND T1.remaining < 0 ORDER BY T1.remaining LIMIT 1,7,"SELECT event_name, SUM(cost) - amount AS excess_cost FROM event JOIN budget ON event.event_id = budget.link_to_event JOIN expense ON budget.budget_id = expense.link_to_budget WHERE status = 'closed' GROUP BY event.event_id ORDER BY excess_cost DESC LIMIT 1
SELECT e.event_name FROM event e JOIN budget b ON e.event_id = b.link_to_event JOIN expense ex ON b.budget_id = ex.link_to_budget WHERE e.status = 'closed' GROUP BY e.event_id HAVING SUM(ex.cost) > b.amount ORDER BY SUM(ex.cost) - b.amount DESC LIMIT 1
SELECT e.event_name FROM event e JOIN budget b ON e.event_id = b.link_to_event JOIN expense ex ON b.budget_id = ex.link_to_budget WHERE e.status = 'closed' GROUP BY e.event_id HAVING SUM(ex.cost) > b.amount ORDER BY SUM(ex.cost) - b.amount DESC LIMIT 1
SELECT e.event_name FROM event e JOIN budget b ON e.event_id = b.link_to_event JOIN expense ex ON b.budget_id = ex.link_to_budget WHERE e.status = 'closed' GROUP BY e.event_id HAVING SUM(ex.cost) > b.amount ORDER BY SUM(ex.cost) - b.amount DESC LIMIT 1
SELECT e.event_name FROM event e JOIN budget b ON e.event_id = b.link_to_event JOIN expense ex ON b.budget_id = ex.link_to_budget WHERE e.status = 'closed' GROUP BY e.event_id HAVING SUM(ex.cost) > b.amount ORDER BY SUM(ex.cost) - b.amount DESC LIMIT 1
SELECT e.event_name FROM event e JOIN budget b ON e.event_id = b.link_to_event JOIN expense ex ON b.budget_id = ex.link_to_budget WHERE e.status = 'closed' GROUP BY e.event_id HAVING SUM(ex.cost) > b.amount ORDER BY SUM(ex.cost) - b.amount DESC LIMIT 1
SELECT e.event_name FROM event e JOIN budget b ON e.event_id = b.link_to_event JOIN expense ex ON b.budget_id = ex.link_to_budget WHERE e.status = 'closed' GROUP BY e.event_id HAVING SUM(ex.cost) > b.amount ORDER BY SUM(ex.cost) - b.amount DESC LIMIT 1",SELECT e.event_name FROM event e JOIN budget b ON e.event_id = b.link_to_event JOIN expense ex ON b.budget_id = ex.link_to_budget WHERE e.status = 'closed' GROUP BY e.event_id HAVING SUM(ex.cost) > b.amount ORDER BY SUM(ex.cost) - b.amount DESC LIMIT 1,0.0
13,733,How many gold-eyed superheroes did Marvel Comics publish?,superhero,moderate,SELECT COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id INNER JOIN colour AS T3 ON T1.eye_colour_id = T3.id WHERE T2.publisher_name = 'Marvel Comics' AND T3.colour = 'Gold',7,"SELECT COUNT(*) FROM superhero JOIN colour ON superhero.eye_colour_id = colour.id JOIN publisher ON superhero.publisher_id = publisher.id WHERE colour.colour = 'gold' AND publisher.publisher_name = 'Marvel Comics'
SELECT COUNT(*) FROM superhero JOIN colour ON superhero.eye_colour_id = colour.id JOIN publisher ON superhero.publisher_id = publisher.id WHERE colour.colour = 'gold' AND publisher.publisher_name = 'Marvel Comics'
SELECT COUNT(*) FROM superhero JOIN colour ON superhero.eye_colour_id = colour.id JOIN publisher ON superhero.publisher_id = publisher.id WHERE colour.colour = 'gold' AND publisher.publisher_name = 'Marvel Comics'
SELECT COUNT(*) FROM superhero JOIN colour ON superhero.eye_colour_id = colour.id JOIN publisher ON superhero.publisher_id = publisher.id WHERE colour.colour = 'gold' AND publisher.publisher_name = 'Marvel Comics'
SELECT COUNT(*) FROM superhero JOIN colour ON superhero.eye_colour_id = colour.id JOIN publisher ON superhero.publisher_id = publisher.id WHERE colour.colour = 'gold' AND publisher.publisher_name = 'Marvel Comics'
SELECT COUNT(*) FROM superhero JOIN colour ON superhero.eye_colour_id = colour.id JOIN publisher ON superhero.publisher_id = publisher.id WHERE colour.colour = 'gold' AND publisher.publisher_name = 'Marvel Comics'
SELECT COUNT(*) FROM superhero JOIN colour ON superhero.eye_colour_id = colour.id JOIN publisher ON superhero.publisher_id = publisher.id WHERE colour.colour = 'gold' AND publisher.publisher_name = 'Marvel Comics'",SELECT COUNT(*) FROM superhero JOIN colour ON superhero.eye_colour_id = colour.id JOIN publisher ON superhero.publisher_id = publisher.id WHERE colour.colour = 'gold' AND publisher.publisher_name = 'Marvel Comics',0.0
14,298,Calculate the percentage of molecules containing carcinogenic compounds that element is hydrogen.,toxicology,moderate,SELECT CAST(COUNT(CASE WHEN T1.element = 'h' AND T2.label = '+' THEN T2.molecule_id ELSE NULL END) AS REAL) * 100 / COUNT(T2.molecule_id) FROM atom AS T1 INNER JOIN molecule AS T2 ON T1.molecule_id = T2.molecule_id,7,"SELECT COUNT(DISTINCT molecule_id) FROM atom)) AS percentage_carcinogenic FROM     atom a JOIN     connected c ON a.atom_id = c.atom_id JOIN     bond b ON c.bond_id = b.bond_id JOIN     molecule m ON a.molecule_id = m.molecule_id WHERE     a.element = 'hydrogen' AND m.label = 'carcinogenic'
SELECT COUNT(DISTINCT molecule_id) FROM atom)) AS percentage_carcinogenic FROM     atom a JOIN     connected c ON a.atom_id = c.atom_id JOIN     bond b ON c.bond_id = b.bond_id JOIN     molecule m ON a.molecule_id = m.molecule_id WHERE     a.element = 'hydrogen' AND m.label = 'carcinogenic'
SELECT COUNT(DISTINCT molecule_id) FROM atom)) AS percentage_carcinogenic FROM     atom a JOIN     connected c ON a.atom_id = c.atom_id JOIN     bond b ON c.bond_id = b.bond_id JOIN     molecule m ON a.molecule_id = m.molecule_id WHERE     a.element = 'hydrogen' AND m.label = 'carcinogenic'
SELECT COUNT(DISTINCT molecule_id) FROM atom)) AS percentage_carcinogenic FROM     atom a JOIN     connected c ON a.atom_id = c.atom_id JOIN     bond b ON c.bond_id = b.bond_id JOIN     molecule m ON a.molecule_id = m.molecule_id WHERE     a.element = 'hydrogen' AND m.label = 'carcinogenic'
SELECT COUNT(DISTINCT molecule_id) FROM atom)) AS percentage_carcinogenic FROM     atom a JOIN     connected c ON a.atom_id = c.atom_id JOIN     bond b ON c.bond_id = b.bond_id JOIN     molecule m ON a.molecule_id = m.molecule_id WHERE     a.element = 'hydrogen' AND m.label = 'carcinogenic'
SELECT COUNT(DISTINCT molecule_id) FROM atom)) AS percentage_carcinogenic FROM     atom a JOIN     connected c ON a.atom_id = c.atom_id JOIN     bond b ON c.bond_id = b.bond_id JOIN     molecule m ON a.molecule_id = m.molecule_id WHERE     a.element = 'hydrogen' AND m.label = 'carcinogenic'
SELECT COUNT(DISTINCT molecule_id) FROM atom)) AS percentage FROM     atom a JOIN     connected c ON a.atom_id = c.atom_id JOIN     bond b ON c.bond_id = b.bond_id JOIN     molecule m ON a.molecule_id = m.molecule_id WHERE     a.element = 'hydrogen' AND m.label = 'carcinogenic'",SELECT COUNT(DISTINCT molecule_id) FROM atom)) AS percentage_carcinogenic FROM     atom a JOIN     connected c ON a.atom_id = c.atom_id JOIN     bond b ON c.bond_id = b.bond_id JOIN     molecule m ON a.molecule_id = m.molecule_id WHERE     a.element = 'hydrogen' AND m.label = 'carcinogenic',0.0
15,268,What are the elements for bond id TR001_10_11?,toxicology,challenging,SELECT T2.element FROM connected AS T1 INNER JOIN atom AS T2 ON T1.atom_id = T2.atom_id WHERE T1.bond_id = 'TR001_10_11',7,"SELECT element FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_id = 'TR001_10_11'
SELECT element FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_id = 'TR001_10_11'
SELECT element FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_id = 'TR001_10_11'
SELECT element FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_id = 'TR001_10_11'
SELECT element FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_id = 'TR001_10_11'
SELECT element FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_id = 'TR001_10_11'
SELECT element FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_id = 'TR001_10_11'",SELECT element FROM atom JOIN connected ON atom.atom_id = connected.atom_id JOIN bond ON connected.bond_id = bond.bond_id WHERE bond.bond_id = 'TR001_10_11',1.0
16,1448,Find the name and date of events with expenses for pizza that were more than fifty dollars but less than a hundred dollars.,student_club,challenging,"SELECT T1.event_name, T1.event_date FROM event AS T1 INNER JOIN budget AS T2 ON T1.event_id = T2.link_to_event INNER JOIN expense AS T3 ON T2.budget_id = T3.link_to_budget WHERE T3.expense_description = 'Pizza' AND T3.cost > 50 AND T3.cost < 100",7,"SELECT event.event_name, event.event_date FROM event JOIN budget ON event.event_id = budget.link_to_event JOIN expense ON budget.budget_id = expense.link_to_budget WHERE expense.expense_description LIKE '%pizza%' AND expense.cost > 50 AND expense.cost < 100
SELECT e.event_name, e.event_date FROM event e JOIN budget b ON e.event_id = b.link_to_event JOIN expense ex ON b.budget_id = ex.link_to_budget WHERE ex.expense_description LIKE '%pizza%' AND ex.cost > 50 AND ex.cost < 100
SELECT e.event_name, e.event_date FROM event e JOIN budget b ON e.event_id = b.link_to_event JOIN expense ex ON b.budget_id = ex.link_to_budget WHERE ex.expense_description LIKE '%pizza%' AND ex.cost > 50 AND ex.cost < 100
SELECT e.event_name, e.event_date FROM event e JOIN budget b ON e.event_id = b.link_to_event JOIN expense ex ON b.budget_id = ex.link_to_budget WHERE ex.expense_description LIKE '%pizza%' AND ex.cost > 50 AND ex.cost < 100
SELECT e.event_name, e.event_date FROM event e JOIN budget b ON e.event_id = b.link_to_event JOIN expense ex ON b.budget_id = ex.link_to_budget WHERE ex.expense_description LIKE '%pizza%' AND ex.cost > 50 AND ex.cost < 100
SELECT event.event_name, event.event_date FROM event JOIN budget ON event.event_id = budget.link_to_event JOIN expense ON budget.budget_id = expense.link_to_budget WHERE expense.expense_description = 'pizza' AND expense.cost > 50 AND expense.cost < 100
SELECT e.event_name, e.event_date FROM event e JOIN budget b ON e.event_id = b.link_to_event JOIN expense ex ON b.budget_id = ex.link_to_budget WHERE ex.expense_description LIKE '%pizza%' AND ex.cost > 50 AND ex.cost < 100","SELECT e.event_name, e.event_date FROM event e JOIN budget b ON e.event_id = b.link_to_event JOIN expense ex ON b.budget_id = ex.link_to_budget WHERE ex.expense_description LIKE '%pizza%' AND ex.cost > 50 AND ex.cost < 100",1.0
17,835,"Among all superheroes in Marvel Comics, identify the percentage of 'good' superheroes.",superhero,challenging,SELECT CAST(COUNT(CASE WHEN T3.alignment = 'Good' THEN T1.id ELSE NULL END) AS REAL) * 100 / COUNT(T1.id) FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id INNER JOIN alignment AS T3 ON T1.alignment_id = T3.id WHERE T2.publisher_name = 'Marvel Comics',7,"SELECT (COUNT(*) * 100.0 / (SELECT COUNT(*) FROM superhero)) AS percentage_good_superheroes FROM superhero WHERE alignment_id IN (SELECT id FROM alignment WHERE alignment = 'good')
SELECT (COUNT(s.id) * 100.0 / (SELECT COUNT(*) FROM superhero)) AS percentage_good_superheroes FROM superhero s JOIN alignment a ON s.alignment_id = a.id WHERE a.alignment = 'good'
NULL
NULL
SELECT (COUNT(s.id) * 100.0 / (SELECT COUNT(*) FROM superhero)) AS percentage_good_superheroes FROM superhero s JOIN alignment a ON s.alignment_id = a.id WHERE a.alignment = 'good'
NULL
SELECT (COUNT(*) * 100.0 / (SELECT COUNT(*) FROM superhero)) AS percentage_good_superheroes FROM superhero WHERE alignment_id IN (SELECT id FROM alignment WHERE alignment = 'good')",,0.0
18,773,"Which superhero has the same eyes, hair and skin colour? Indicate the publisher of the superhero.",superhero,challenging,"SELECT T1.superhero_name, T2.publisher_name FROM superhero AS T1 INNER JOIN publisher AS T2 ON T1.publisher_id = T2.id WHERE T1.eye_colour_id = T1.hair_colour_id AND T1.eye_colour_id = T1.skin_colour_id",7,"SELECT publisher_name FROM superhero JOIN publisher ON superhero.publisher_id = publisher.id WHERE superhero.eye_colour_id = superhero.hair_colour_id AND superhero.hair_colour_id = superhero.skin_colour_id
SELECT s.superhero_name, p.publisher_name FROM superhero s JOIN publisher p ON s.publisher_id = p.id WHERE EXISTS (     SELECT 1     FROM superhero s2     WHERE s2.eye_colour_id = s.eye_colour_id     AND s2.hair_colour_id = s.hair_colour_id     AND s2.skin_colour_id = s.skin_colour_id     AND s2.id <> s.id )
SELECT s.superhero_name, p.publisher_name FROM superhero s JOIN publisher p ON s.publisher_id = p.id WHERE EXISTS (     SELECT 1     FROM superhero s2     WHERE s2.eye_colour_id = s.eye_colour_id     AND s2.hair_colour_id = s.hair_colour_id     AND s2.skin_colour_id = s.skin_colour_id     AND s2.id <> s.id )
SELECT publisher_name FROM superhero JOIN publisher ON superhero.publisher_id = publisher.id WHERE superhero.eye_colour_id = superhero.hair_colour_id AND superhero.hair_colour_id = superhero.skin_colour_id
SELECT publisher_name FROM superhero JOIN publisher ON superhero.publisher_id = publisher.id WHERE superhero.eye_colour_id = superhero.hair_colour_id AND superhero.hair_colour_id = superhero.skin_colour_id
SELECT s.superhero_name, p.publisher_name FROM superhero s JOIN publisher p ON s.publisher_id = p.id WHERE EXISTS (     SELECT 1     FROM superhero s2     WHERE s2.eye_colour_id = s.eye_colour_id     AND s2.hair_colour_id = s.hair_colour_id     AND s2.skin_colour_id = s.skin_colour_id     AND s2.id <> s.id )
SELECT publisher_name FROM superhero JOIN publisher ON superhero.publisher_id = publisher.id WHERE superhero.eye_colour_id = superhero.hair_colour_id AND superhero.hair_colour_id = superhero.skin_colour_id",SELECT publisher_name FROM superhero JOIN publisher ON superhero.publisher_id = publisher.id WHERE superhero.eye_colour_id = superhero.hair_colour_id AND superhero.hair_colour_id = superhero.skin_colour_id,0.0
19,498,"What's the French name of the set of cards with ""Tendo Ice Bridge"" is in?",card_games,moderate,SELECT T2.translation FROM cards AS T1 INNER JOIN set_translations AS T2 ON T2.setCode = T1.setCode WHERE T1.name = 'Tendo Ice Bridge' AND T2.language = 'French' AND T2.translation IS NOT NULL,7,"SELECT translation FROM set_translations WHERE setcode = (   SELECT setcode   FROM cards   WHERE name = ""Tendo Ice Bridge"" ) AND language = ""French""
SELECT translation FROM set_translations JOIN cards ON set_translations.setcode = cards.setcode JOIN sets ON set_translations.setcode = sets.code WHERE cards.name = ""Tendo Ice Bridge"" AND set_translations.language = ""French""
SELECT translation FROM set_translations JOIN sets ON set_translations.setcode = sets.code JOIN cards ON sets.code = cards.setcode WHERE cards.name = ""Tendo Ice Bridge"" AND set_translations.language = ""French""
SELECT translation FROM set_translations JOIN sets ON set_translations.setcode = sets.code JOIN cards ON sets.code = cards.setcode WHERE cards.name = ""Tendo Ice Bridge"" AND set_translations.language = ""French""
SELECT translation FROM set_translations JOIN cards ON set_translations.setcode = cards.setcode JOIN sets ON set_translations.setcode = sets.code WHERE cards.name = ""Tendo Ice Bridge"" AND set_translations.language = ""French""
SELECT translation FROM set_translations JOIN cards ON set_translations.setcode = cards.setcode JOIN sets ON set_translations.setcode = sets.code WHERE cards.name = ""Tendo Ice Bridge"" AND set_translations.language = ""French""
SELECT translation FROM set_translations JOIN sets ON set_translations.setcode = sets.code JOIN cards ON sets.code = cards.setcode WHERE cards.name = ""Tendo Ice Bridge"" AND set_translations.language = ""French""","SELECT translation FROM set_translations JOIN cards ON set_translations.setcode = cards.setcode JOIN sets ON set_translations.setcode = sets.code WHERE cards.name = ""Tendo Ice Bridge"" AND set_translations.language = ""French""",1.0
20,1195,What is the average blood albumin level for female patients with a PLT greater than 400 who have been diagnosed with SLE?,thrombosis_prediction,moderate,SELECT AVG(T2.ALB) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.PLT > 400 AND T1.Diagnosis = 'SLE' AND T1.SEX = 'F',7,"SELECT AVG(laboratory.alb) FROM laboratory JOIN patient ON laboratory.id = patient.id JOIN examination ON laboratory.id = examination.id WHERE patient.sex = 'female' AND laboratory.plt > 400 AND examination.diagnosis = 'SLE'
SELECT AVG(laboratory.alb) FROM laboratory JOIN patient ON laboratory.id = patient.id JOIN examination ON laboratory.id = examination.id WHERE patient.sex = 'female' AND laboratory.plt > 400 AND examination.diagnosis = 'SLE'
SELECT AVG(laboratory.alb) FROM laboratory JOIN patient ON laboratory.id = patient.id JOIN examination ON laboratory.id = examination.id WHERE patient.sex = 'female' AND laboratory.plt > 400 AND examination.diagnosis = 'SLE'
SELECT AVG(laboratory.alb) FROM laboratory JOIN patient ON laboratory.id = patient.id JOIN examination ON laboratory.id = examination.id WHERE patient.sex = 'female' AND laboratory.plt > 400 AND examination.diagnosis = 'SLE'
SELECT AVG(laboratory.alb) FROM laboratory JOIN patient ON laboratory.id = patient.id JOIN examination ON laboratory.id = examination.id WHERE patient.sex = 'female' AND laboratory.plt > 400 AND examination.diagnosis = 'SLE'
SELECT AVG(laboratory.alb) FROM laboratory JOIN patient ON laboratory.id = patient.id JOIN examination ON laboratory.id = examination.id WHERE patient.sex = 'female' AND laboratory.plt > 400 AND examination.diagnosis = 'SLE'
SELECT AVG(laboratory.alb) FROM laboratory JOIN patient ON laboratory.id = patient.id WHERE patient.sex = 'female' AND laboratory.plt > 400 AND patient.diagnosis = 'SLE'",SELECT AVG(laboratory.alb) FROM laboratory JOIN patient ON laboratory.id = patient.id JOIN examination ON laboratory.id = examination.id WHERE patient.sex = 'female' AND laboratory.plt > 400 AND examination.diagnosis = 'SLE',0.0
21,942,What is the average fastest lap time in seconds for Lewis Hamilton in all the Formula_1 races?,formula_1,moderate,"SELECT AVG(CAST(SUBSTR(T2.fastestLapTime, 1, INSTR(T2.fastestLapTime, ':') - 1) AS INTEGER) * 60 + CAST(SUBSTR(T2.fastestLapTime, INSTR(T2.fastestLapTime, ':') + 1) AS REAL)) FROM drivers AS T1 INNER JOIN results AS T2 ON T1.driverId = T2.driverId WHERE T1.surname = 'Hamilton' AND T1.forename = 'Lewis'",7,"SELECT AVG(milliseconds) AS average_fastest_lap_time FROM laptimes JOIN drivers ON laptimes.driverid = drivers.driverid WHERE drivers.forename = 'Lewis' AND drivers.surname = 'Hamilton' AND position = 1
SELECT AVG(milliseconds) AS average_fastest_lap_time FROM laptimes JOIN drivers ON laptimes.driverid = drivers.driverid WHERE drivers.forename = 'Lewis' AND drivers.surname = 'Hamilton' AND position = 1
SELECT AVG(milliseconds) AS average_fastest_lap_time FROM laptimes JOIN drivers ON laptimes.driverid = drivers.driverid WHERE drivers.forename = 'Lewis' AND drivers.surname = 'Hamilton' AND position = 1
SELECT AVG(milliseconds) AS average_fastest_lap_time FROM laptimes JOIN drivers ON laptimes.driverid = drivers.driverid WHERE drivers.forename = 'Lewis' AND drivers.surname = 'Hamilton' AND position = 1
SELECT AVG(milliseconds) AS average_fastest_lap_time FROM laptimes JOIN drivers ON laptimes.driverid = drivers.driverid WHERE drivers.forename = 'Lewis' AND drivers.surname = 'Hamilton' AND position = 1
SELECT AVG(milliseconds) AS average_fastest_lap_time FROM laptimes JOIN drivers ON laptimes.driverid = drivers.driverid WHERE drivers.forename = 'Lewis' AND drivers.surname = 'Hamilton' AND position = 1
SELECT AVG(milliseconds) AS average_fastest_lap_time FROM laptimes JOIN drivers ON laptimes.driverid = drivers.driverid WHERE drivers.forename = 'Lewis' AND drivers.surname = 'Hamilton' AND position = 1",SELECT AVG(milliseconds) AS average_fastest_lap_time FROM laptimes JOIN drivers ON laptimes.driverid = drivers.driverid WHERE drivers.forename = 'Lewis' AND drivers.surname = 'Hamilton' AND position = 1,0.0
22,0,What is the highest eligible free rate for K-12 students in the schools in Alameda County?,california_schools,simple,SELECT `Free Meal Count (K-12)` / `Enrollment (K-12)` FROM frpm WHERE `County Name` = 'Alameda' ORDER BY (CAST(`Free Meal Count (K-12)` AS REAL) / `Enrollment (K-12)`) DESC LIMIT 1,7,"SELECT MAX(""percent (%) eligible frpm (k-12)"") AS highest_free_rate FROM schools JOIN frpm ON schools.cdscode = frpm.cdscode WHERE schools.county = 'Alameda County' AND frpm.low_grade <= 12 AND frpm.high_grade >= 12
SELECT MAX(""percent (%) eligible frpm (k-12)"") AS highest_free_rate FROM schools JOIN frpm ON schools.cdscode = frpm.cdscode WHERE schools.county = 'Alameda County' AND frpm.low_grade <= 12 AND frpm.high_grade >= 12
SELECT MAX(""percent (%) eligible frpm (k-12)"") AS highest_free_rate FROM schools JOIN frpm ON schools.cdscode = frpm.cdscode WHERE schools.county = 'Alameda County' AND frpm.low_grade <= 12 AND frpm.high_grade >= 12
SELECT MAX(""percent (%) eligible frpm (k-12)"") AS highest_free_rate FROM schools JOIN frpm ON schools.cdscode = frpm.cdscode WHERE schools.county = 'Alameda County' AND frpm.low_grade <= 12 AND frpm.high_grade >= 12
SELECT MAX(""percent (%) eligible frpm (k-12)"") AS highest_free_rate FROM schools JOIN frpm ON schools.cdscode = frpm.cdscode WHERE schools.county = 'Alameda County' AND frpm.low_grade <= 12 AND frpm.high_grade >= 12
SELECT MAX(`percent (%) eligible frpm (k-12)`) AS `highest_eligible_free_rate` FROM schools JOIN frpm ON schools.cdscode = frpm.cdscode WHERE schools.county = 'Alameda County' AND frpm.low_grade <= 12 AND frpm.high_grade >= 12
SELECT MAX(""percent (%) eligible frpm (k-12)"") AS highest_free_rate FROM schools JOIN frpm ON schools.cdscode = frpm.cdscode WHERE schools.county = 'Alameda County' AND frpm.low_grade <= 12 AND frpm.high_grade >= 12","SELECT MAX(""percent (%) eligible frpm (k-12)"") AS highest_free_rate FROM schools JOIN frpm ON schools.cdscode = frpm.cdscode WHERE schools.county = 'Alameda County' AND frpm.low_grade <= 12 AND frpm.high_grade >= 12",0.0
23,249,What are the elements of the atoms of TR144_8_19?,toxicology,challenging,SELECT T2.element FROM connected AS T1 INNER JOIN atom AS T2 ON T1.atom_id = T2.atom_id WHERE T1.bond_id = 'TR144_8_19',7,"SELECT element FROM atoms WHERE molecule_id = (SELECT molecule_id FROM molecule WHERE label = 'TR144_8_19')
SELECT element FROM atoms WHERE molecule_id = (SELECT molecule_id FROM molecule WHERE label = 'TR144_8_19')
SELECT element FROM atoms WHERE molecule_id IN (     SELECT molecule_id     FROM molecule     WHERE label = 'TR144_8_19' )
SELECT element FROM atoms WHERE molecule_id IN (     SELECT molecule_id     FROM molecule     WHERE label = 'TR144_8_19' )
SELECT element FROM atoms WHERE molecule_id = (SELECT molecule_id FROM molecule WHERE label = 'TR144_8_19')
SELECT element FROM atoms WHERE molecule_id = (SELECT molecule_id FROM molecule WHERE label = 'TR144_8_19')
SELECT element FROM atoms WHERE molecule_id = (SELECT molecule_id FROM molecule WHERE label = 'TR144_8_19')",SELECT element FROM atoms WHERE molecule_id = (SELECT molecule_id FROM molecule WHERE label = 'TR144_8_19'),0.0
