Unnamed: 0,Qid,Question,Db_Id,hardness,Query Gold,Repeated,Query Generated,Most Frequent Query,Exact Match,Execution Accuracy
579,814,Which language is spoken by the largest number of countries?,world_1,hard,SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1,7,"SELECT language FROM countrylanguage GROUP BY language ORDER BY COUNT(countrycode) DESC LIMIT 1
SELECT language FROM countrylanguage GROUP BY language ORDER BY COUNT(countrycode) DESC LIMIT 1
SELECT language FROM countrylanguage GROUP BY language ORDER BY COUNT(countrycode) DESC LIMIT 1
SELECT language FROM countrylanguage GROUP BY language ORDER BY COUNT(countrycode) DESC LIMIT 1
SELECT language FROM countrylanguage GROUP BY language ORDER BY COUNT(countrycode) DESC LIMIT 1
SELECT language FROM countrylanguage GROUP BY language ORDER BY COUNT(countrycode) DESC LIMIT 1
SELECT language FROM countrylanguage GROUP BY language ORDER BY COUNT(countrycode) DESC LIMIT 1",SELECT language FROM countrylanguage GROUP BY language ORDER BY COUNT(countrycode) DESC LIMIT 1,0,1.0
580,825,"What are the names of conductors, ordered by age?",orchestra,easy,SELECT Name FROM conductor ORDER BY Age ASC,7,"SELECT name FROM conductor ORDER BY age
SELECT name FROM conductor ORDER BY age
SELECT name FROM conductor ORDER BY age
SELECT name FROM conductor ORDER BY age
SELECT name FROM conductor ORDER BY age
SELECT name FROM conductor ORDER BY age
SELECT name FROM conductor ORDER BY age",SELECT name FROM conductor ORDER BY age,True,1.0
581,1028,Show the citizenship shared by singers with birth year before 1945 and after 1955.,singer,hard,SELECT Citizenship FROM singer WHERE Birth_Year  <  1945 INTERSECT SELECT Citizenship FROM singer WHERE Birth_Year  >  1955,7,"SELECT DISTINCT s.citizenship FROM singer s WHERE s.birth_year < 1945 OR s.birth_year > 1955
SELECT DISTINCT s.citizenship FROM singer s WHERE s.birth_year < 1945 OR s.birth_year > 1955
SELECT DISTINCT s.citizenship FROM singer s WHERE s.birth_year < 1945 OR s.birth_year > 1955
SELECT DISTINCT s.citizenship FROM singer s WHERE s.birth_year < 1945 OR s.birth_year > 1955
SELECT DISTINCT s.citizenship FROM singer s WHERE s.birth_year < 1945 OR s.birth_year > 1955
SELECT DISTINCT s.citizenship FROM singer s WHERE s.birth_year < 1945 OR s.birth_year > 1955
SELECT DISTINCT s.citizenship FROM singer s WHERE s.birth_year < 1945 OR s.birth_year > 1955",SELECT DISTINCT s.citizenship FROM singer s WHERE s.birth_year < 1945 OR s.birth_year > 1955,0,0.0
582,408,What are the names of the teachers who teach at least two courses?,course_teach,medium,SELECT T2.Name FROM course_arrange AS T1 JOIN teacher AS T2 ON T1.Teacher_ID  =  T2.Teacher_ID GROUP BY T2.Name HAVING COUNT(*)  >=  2,7,"SELECT t.name FROM teacher t JOIN course_arrange ca ON t.teacher_id = ca.teacher_id GROUP BY t.teacher_id HAVING COUNT(ca.course_id) >= 2
SELECT t.name FROM teacher t JOIN course_arrange ca ON t.teacher_id = ca.teacher_id GROUP BY t.teacher_id HAVING COUNT(ca.course_id) >= 2
SELECT t.name FROM teacher t JOIN course_arrange ca ON t.teacher_id = ca.teacher_id GROUP BY t.teacher_id HAVING COUNT(ca.course_id) >= 2
SELECT t.name FROM teacher t JOIN course_arrange ca ON t.teacher_id = ca.teacher_id GROUP BY t.teacher_id HAVING COUNT(ca.course_id) >= 2
SELECT t.name FROM teacher t JOIN course_arrange ca ON t.teacher_id = ca.teacher_id GROUP BY t.teacher_id HAVING COUNT(ca.course_id) >= 2
SELECT t.name FROM teacher t JOIN course_arrange ca ON t.teacher_id = ca.teacher_id GROUP BY t.teacher_id HAVING COUNT(ca.course_id) >= 2
SELECT t.name FROM teacher t JOIN course_arrange ca ON t.teacher_id = ca.teacher_id GROUP BY t.teacher_id HAVING COUNT(ca.course_id) >= 2",SELECT t.name FROM teacher t JOIN course_arrange ca ON t.teacher_id = ca.teacher_id GROUP BY t.teacher_id HAVING COUNT(ca.course_id) >= 2,0,1.0
583,466,What is the name of the winner with the most rank points who participated in the Australian Open tournament?,wta_1,hard,SELECT winner_name FROM matches WHERE tourney_name  =  'Australian Open' ORDER BY winner_rank_points DESC LIMIT 1,7,"SELECT winner_name FROM matches WHERE tourney_name = 'Australian Open' ORDER BY winner_rank_points DESC LIMIT 1
SELECT winner_name FROM matches WHERE tourney_name = 'Australian Open' ORDER BY winner_rank_points DESC LIMIT 1
SELECT winner_name FROM matches WHERE tourney_name = 'Australian Open' ORDER BY winner_rank_points DESC LIMIT 1
SELECT winner_name FROM matches WHERE tourney_name = 'Australian Open' ORDER BY winner_rank_points DESC LIMIT 1
SELECT winner_name FROM matches WHERE tourney_name = 'Australian Open' ORDER BY winner_rank_points DESC LIMIT 1
SELECT winner_name FROM matches WHERE tourney_name = 'Australian Open' ORDER BY winner_rank_points DESC LIMIT 1
SELECT winner_name FROM matches WHERE tourney_name = 'Australian Open' ORDER BY winner_rank_points DESC LIMIT 1",SELECT winner_name FROM matches WHERE tourney_name = 'Australian Open' ORDER BY winner_rank_points DESC LIMIT 1,True,1.0
584,929,"Give me the id, role and email of the professionals who did not perform any treatment on dogs.",dog_kennels,extra,"SELECT professional_id ,  role_code ,  email_address FROM Professionals EXCEPT SELECT T1.professional_id ,  T1.role_code ,  T1.email_address FROM Professionals AS T1 JOIN Treatments AS T2 ON T1.professional_id  =  T2.professional_id",7,"SELECT p.professional_id, p.role_code, p.email_address FROM professionals p WHERE NOT EXISTS (     SELECT 1     FROM treatments t     JOIN dogs d ON t.dog_id = d.dog_id     WHERE d.breed_code IN ('breed_code', 'breed_name')     AND t.professional_id = p.professional_id )
SELECT p.professional_id, p.role_code, p.email_address FROM professionals p WHERE NOT EXISTS (     SELECT 1     FROM treatments t     JOIN dogs d ON t.dog_id = d.dog_id     WHERE d.breed_code IN ('breed_code', 'breed_name')     AND t.professional_id = p.professional_id )
SELECT p.professional_id, p.role_code, p.email_address FROM professionals p WHERE NOT EXISTS (     SELECT 1     FROM treatments t     JOIN dogs d ON t.dog_id = d.dog_id     WHERE d.breed_code = 'breed_code' AND d.breed_name = 'breed_name' AND t.professional_id = p.professional_id )
SELECT p.professional_id, p.role_code, p.email_address FROM professionals p LEFT JOIN treatments t ON p.professional_id = t.professional_id WHERE t.dog_id IS NULL OR NOT EXISTS (SELECT 1 FROM treatments WHERE treatments.professional_id = p.professional_id)
SELECT p.professional_id, p.role_code, p.email_address FROM professionals p LEFT JOIN treatments t ON p.professional_id = t.professional_id WHERE t.dog_id IS NULL OR NOT EXISTS (SELECT 1 FROM treatments WHERE treatments.professional_id = p.professional_id)
SELECT p.professional_id, p.role_code, p.email_address FROM professionals p WHERE NOT EXISTS (     SELECT 1     FROM treatments t     JOIN dogs d ON t.dog_id = d.dog_id     WHERE d.breed_code = 'breed_code' AND d.breed_name = 'breed_name' AND t.professional_id = p.professional_id )
SELECT p.professional_id, p.role_code, p.email_address FROM professionals p LEFT JOIN treatments t ON p.professional_id = t.professional_id WHERE t.dog_id IS NULL OR NOT EXISTS (SELECT 1 FROM treatments WHERE treatments.professional_id = p.professional_id)","SELECT p.professional_id, p.role_code, p.email_address FROM professionals p LEFT JOIN treatments t ON p.professional_id = t.professional_id WHERE t.dog_id IS NULL OR NOT EXISTS (SELECT 1 FROM treatments WHERE treatments.professional_id = p.professional_id)",0,0.0
585,534,"What are the first, middle, and last names, along with the ids, of all students who enrolled in 2 degree programs in one semester?",student_transcripts_tracking,medium,"SELECT T1.first_name ,  T1.middle_name ,  T1.last_name ,  T1.student_id FROM Students AS T1 JOIN Student_Enrolment AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id HAVING count(*)  =  2",7,"SELECT s.first_name, s.middle_name, s.last_name, s.student_id FROM students s JOIN student_enrolment se ON s.student_id = se.student_id GROUP BY s.student_id HAVING COUNT(DISTINCT se.degree_program_id) = 
SELECT s.first_name, s.middle_name, s.last_name, s.student_id FROM students s JOIN student_enrolment se ON s.student_id = se.student_id GROUP BY s.student_id HAVING COUNT(DISTINCT se.degree_program_id)
SELECT s.first_name, s.middle_name, s.last_name, s.student_id FROM students s JOIN student_enrolment se ON s.student_id = se.student_id GROUP BY s.student_id HAVING COUNT(DISTINCT se.degree_program_id)
SELECT s.first_name, s.middle_name, s.last_name, s.student_id FROM students s JOIN student_enrolment se ON s.student_id = se.student_id GROUP BY s.student_id HAVING COUNT(DISTINCT se.degree_program_id) = 
SELECT s.first_name, s.middle_name, s.last_name, s.student_id FROM students s JOIN student_enrolment se ON s.student_id = se.student_id GROUP BY s.student_id HAVING COUNT(DISTINCT se.degree_program_id)
SELECT s.first_name, s.middle_name, s.last_name, s.student_id FROM students s JOIN student_enrolment se ON s.student_id = se.student_id GROUP BY s.student_id HAVING COUNT(DISTINCT se.degree_program_id) = 
SELECT s.first_name, s.middle_name, s.last_name, s.student_id FROM students s JOIN student_enrolment se ON s.student_id = se.student_id GROUP BY s.student_id HAVING COUNT(DISTINCT se.degree_program_id) = ","SELECT s.first_name, s.middle_name, s.last_name, s.student_id FROM students s JOIN student_enrolment se ON s.student_id = se.student_id GROUP BY s.student_id HAVING COUNT(DISTINCT se.degree_program_id) = ",0,0.0
586,161,How many countries has more than 2 car makers ?,car_1,medium,select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2,7,"SELECT COUNT(DISTINCT country) FROM countries JOIN car_makers ON countries.countryid = car_makers.country WHERE countries.continent = 'Europe'
SELECT COUNT(DISTINCT country) FROM countries JOIN car_makers ON countries.countryid = car_makers.country WHERE countries.continent = 'Europe'
SELECT COUNT(DISTINCT country) FROM countries JOIN car_makers ON countries.countryid = car_makers.country WHERE countries.continent = 'Europe'
SELECT COUNT(DISTINCT country) FROM countries JOIN car_makers ON countries.countryid = car_makers.country WHERE countries.continent = 'Europe'
SELECT COUNT(DISTINCT country) FROM countries JOIN car_makers ON countries.countryid = car_makers.country WHERE countries.continent = 'Europe' HAVING COUNT(car_makers.id) > 2
SELECT COUNT(DISTINCT country) FROM countries JOIN car_makers ON countries.countryid = car_makers.country WHERE countries.continent = 'Europe'
SELECT COUNT(DISTINCT country) FROM countries JOIN car_makers ON countries.countryid = car_makers.country WHERE countries.continent = 'Europe'",SELECT COUNT(DISTINCT country) FROM countries JOIN car_makers ON countries.countryid = car_makers.country WHERE countries.continent = 'Europe',0,0.0
587,584,What are the first names of the students who live in Haiti permanently or have the cell phone number 09700166582 ?,student_transcripts_tracking,hard,select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582',7,"SELECT first_name FROM students WHERE country = 'Haiti' OR cell_mobile_number = '09700166582'
SELECT first_name FROM students WHERE country = 'Haiti' OR cell_mobile_number = '09700166582'
SELECT first_name FROM students WHERE country = 'Haiti' OR cell_mobile_number = '09700166582'
SELECT first_name FROM students WHERE country = 'Haiti' OR cell_mobile_number = '09700166582'
SELECT first_name FROM students WHERE country = 'Haiti' OR cell_mobile_number = '09700166582'
SELECT first_name FROM students WHERE country = 'Haiti' OR cell_mobile_number = '09700166582'
SELECT first_name FROM students WHERE country = 'Haiti' OR cell_mobile_number = '09700166582'",SELECT first_name FROM students WHERE country = 'Haiti' OR cell_mobile_number = '09700166582',0,0.0
588,906,What is the name of the high schooler who has the greatest number of likes?,network_1,extra,SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,7,"SELECT hs.name FROM highschooler hs JOIN likes l ON hs.id = l.student_id GROUP BY hs.id ORDER BY COUNT(l.liked_id) DESC LIMIT 1
SELECT hs.name FROM highschooler hs JOIN likes l ON hs.id = l.student_id GROUP BY hs.id ORDER BY COUNT(l.liked_id) DESC LIMIT 1
SELECT hs.name FROM highschooler hs JOIN likes l ON hs.id = l.student_id GROUP BY hs.id ORDER BY COUNT(l.liked_id) DESC LIMIT 1
SELECT hs.name FROM highschooler hs JOIN likes l ON hs.id = l.student_id GROUP BY hs.id ORDER BY COUNT(l.liked_id) DESC LIMIT 1
SELECT hs.name FROM highschooler hs JOIN likes l ON hs.id = l.student_id GROUP BY hs.id ORDER BY COUNT(l.liked_id) DESC LIMIT 1
SELECT hs.name FROM highschooler hs JOIN likes l ON hs.id = l.student_id GROUP BY hs.id ORDER BY COUNT(l.liked_id) DESC LIMIT 1
SELECT hs.name FROM highschooler hs JOIN likes l ON hs.id = l.student_id GROUP BY hs.id ORDER BY COUNT(l.liked_id) DESC LIMIT 1",SELECT hs.name FROM highschooler hs JOIN likes l ON hs.id = l.student_id GROUP BY hs.id ORDER BY COUNT(l.liked_id) DESC LIMIT 1,0,1.0
589,588,What are the names of all cartoons directed by Ben Jones?,tvshow,easy,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";",7,"SELECT title FROM cartoon WHERE directed_by = 'Ben Jones'
SELECT title FROM cartoon WHERE directed_by = 'Ben Jones'
SELECT title FROM cartoon WHERE directed_by = 'Ben Jones'
SELECT title FROM cartoon WHERE directed_by = 'Ben Jones'
SELECT title FROM cartoon WHERE directed_by = 'Ben Jones'
SELECT title FROM cartoon WHERE directed_by = 'Ben Jones'
SELECT title FROM cartoon WHERE directed_by = 'Ben Jones'",SELECT title FROM cartoon WHERE directed_by = 'Ben Jones',True,1.0
590,755,Which countries have either English or Dutch as an official language?,world_1,extra,"SELECT * FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"" AND IsOfficial  =  ""T"" UNION SELECT * FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""Dutch"" AND IsOfficial  =  ""T""",7,"SELECT DISTINCT country.name FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode WHERE countrylanguage.language IN ('English', 'Dutch')
SELECT DISTINCT country.name FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode WHERE countrylanguage.language IN ('English', 'Dutch')
SELECT DISTINCT country.name FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode WHERE countrylanguage.language IN ('English', 'Dutch')
SELECT DISTINCT country.name FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode WHERE countrylanguage.language IN ('English', 'Dutch')
SELECT DISTINCT country.name FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode WHERE countrylanguage.language IN ('English', 'Dutch')
SELECT DISTINCT country.name FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode WHERE countrylanguage.language IN ('English', 'Dutch')
SELECT DISTINCT country.name FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode WHERE countrylanguage.language IN ('English', 'Dutch')","SELECT DISTINCT country.name FROM country JOIN countrylanguage ON country.code = countrylanguage.countrycode WHERE countrylanguage.language IN ('English', 'Dutch')",0,0.0
591,386,What is the age and hometown of every teacher?,course_teach,medium,"SELECT Age ,  Hometown FROM teacher",7,"SELECT t.name, t.age, t.hometown FROM teacher t JOIN course_arrange ca ON t.teacher_id = ca.teacher_id JOIN course c ON ca.course_id = c.course_id
SELECT t.name, t.age, t.hometown FROM teacher t JOIN course_arrange ca ON t.teacher_id = ca.teacher_id JOIN course c ON ca.course_id = c.course_id
SELECT t.name, t.age, t.hometown FROM teacher t JOIN course_arrange ca ON t.teacher_id = ca.teacher_id JOIN course c ON ca.course_id = c.course_id
SELECT t.name, t.age, t.hometown FROM teacher t JOIN course_arrange ca ON t.teacher_id = ca.teacher_id JOIN course c ON ca.course_id = c.course_id
SELECT t.name, t.age, t.hometown FROM teacher t JOIN course_arrange ca ON t.teacher_id = ca.teacher_id JOIN course c ON ca.course_id = c.course_id
SELECT t.name, t.age, t.hometown FROM teacher t JOIN course_arrange ca ON t.teacher_id = ca.teacher_id JOIN course c ON ca.course_id = c.course_id
SELECT t.name, t.age, t.hometown FROM teacher t JOIN course_arrange ca ON t.teacher_id = ca.teacher_id JOIN course c ON ca.course_id = c.course_id","SELECT t.name, t.age, t.hometown FROM teacher t JOIN course_arrange ca ON t.teacher_id = ca.teacher_id JOIN course c ON ca.course_id = c.course_id",0,0.0
592,328,Return the version numbers and template type codes of templates with a version number greater than 5.,cre_Doc_Template_Mgt,medium,"SELECT version_number ,  template_type_code FROM Templates WHERE version_number  >  5",7,"SELECT version_number, template_type_code FROM templates WHERE version_number > 5
SELECT version_number, template_type_code FROM templates WHERE version_number > 5
SELECT version_number, template_type_code FROM templates WHERE version_number > 5
SELECT version_number, template_type_code FROM templates WHERE version_number > 5
SELECT version_number, template_type_code FROM templates WHERE version_number > 5
SELECT version_number, template_type_code FROM templates WHERE version_number > 5
SELECT version_number, template_type_code FROM templates WHERE version_number > 5","SELECT version_number, template_type_code FROM templates WHERE version_number > 5",True,1.0
593,62,"What major is every student who does not own a cat as a pet, and also how old are they?",pets_1,extra,"SELECT major ,  age FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')",7,"SELECT s.major, s.age FROM student s LEFT JOIN has_pet hp ON s.stuid = hp.stuid LEFT JOIN pets p ON hp.petid = p.petid WHERE p.pettype = 'cat' AND p.weight IS NULL
SELECT s.major, s.age FROM student s LEFT JOIN has_pet hp ON s.stuid = hp.stuid LEFT JOIN pets p ON hp.petid = p.petid WHERE p.pettype = 'cat' AND p.pet_age IS NULL
SELECT s.major, s.age FROM student s LEFT JOIN has_pet hp ON s.stuid = hp.stuid LEFT JOIN pets p ON hp.petid = p.petid WHERE p.pettype = 'cat' AND p.pet_age IS NULL
SELECT s.major, s.age FROM student s LEFT JOIN has_pet hp ON s.stuid = hp.stuid LEFT JOIN pets p ON hp.petid = p.petid WHERE p.pettype = 'cat' AND p.pet_age IS NULL
SELECT s.major, s.age FROM student s LEFT JOIN has_pet hp ON s.stuid = hp.stuid LEFT JOIN pets p ON hp.petid = p.petid WHERE p.pettype = 'cat' AND p.pet_age IS NULL
SELECT s.major, s.age FROM student s LEFT JOIN has_pet hp ON s.stuid = hp.stuid LEFT JOIN pets p ON hp.petid = p.petid WHERE p.pettype = 'cat' AND p.pet_age IS NULL
SELECT s.major, s.age FROM student s LEFT JOIN has_pet hp ON s.stuid = hp.stuid LEFT JOIN pets p ON hp.petid = p.petid WHERE p.pettype = 'cat' AND p.pet_age IS NULL","SELECT s.major, s.age FROM student s LEFT JOIN has_pet hp ON s.stuid = hp.stuid LEFT JOIN pets p ON hp.petid = p.petid WHERE p.pettype = 'cat' AND p.pet_age IS NULL",0,0.0
594,57,Find the first name of students who have cat or dog pet.,pets_1,extra,SELECT DISTINCT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat' OR T3.pettype  =  'dog',7,"SELECT fname FROM students JOIN has_pet ON students.stuid = has_pet.stuid JOIN pets ON has_pet.petid = pets.petid WHERE pets.pettype IN ('cat', 'dog')
SELECT fname FROM students INNER JOIN has_pet ON students.stuid = has_pet.stuid INNER JOIN pets ON has_pet.petid = pets.petid WHERE pets.pettype IN ('cat', 'dog')
SELECT fname FROM students JOIN has_pet ON students.stuid = has_pet.stuid JOIN pets ON has_pet.petid = pets.petid WHERE pets.pettype IN ('cat', 'dog')
SELECT fname FROM students JOIN has_pet ON students.stuid = has_pet.stuid JOIN pets ON has_pet.petid = pets.petid WHERE pets.pettype IN ('cat', 'dog')
SELECT fname FROM students JOIN has_pet ON students.stuid = has_pet.stuid JOIN pets ON has_pet.petid = pets.petid WHERE pets.pettype IN ('cat', 'dog')
SELECT fname FROM students JOIN has_pet ON students.stuid = has_pet.stuid JOIN pets ON has_pet.petid = pets.petid WHERE pets.pettype IN ('cat', 'dog')
SELECT fname FROM students JOIN has_pet ON students.stuid = has_pet.stuid JOIN pets ON has_pet.petid = pets.petid WHERE pets.pettype IN ('cat', 'dog')","SELECT fname FROM students JOIN has_pet ON students.stuid = has_pet.stuid JOIN pets ON has_pet.petid = pets.petid WHERE pets.pettype IN ('cat', 'dog')",0,0.0
595,883,How many friends does each student have?,network_1,medium,"SELECT student_id ,  count(*) FROM Friend GROUP BY student_id",7,"SELECT hs.name, COUNT(f.friend_id) AS num_friends FROM highschooler hs LEFT JOIN friend f ON hs.id = f.student_id GROUP BY hs.id
SELECT hs.name, COUNT(f.friend_id) AS num_friends FROM highschooler hs LEFT JOIN friend f ON hs.id = f.student_id GROUP BY hs.id
SELECT hs.name, COUNT(f.friend_id) AS num_friends FROM highschooler hs LEFT JOIN friend f ON hs.id = f.student_id GROUP BY hs.id
SELECT hs.name, COUNT(f.friend_id) AS num_friends FROM highschooler hs LEFT JOIN friend f ON hs.id = f.student_id GROUP BY hs.id
SELECT hs.name, COUNT(f.friend_id) AS num_friends FROM highschooler hs LEFT JOIN friend f ON hs.id = f.student_id GROUP BY hs.id
SELECT hs.name, COUNT(f.friend_id) AS num_friends FROM highschooler hs LEFT JOIN friend f ON hs.id = f.student_id GROUP BY hs.id
SELECT hs.name, COUNT(f.friend_id) AS num_friends FROM highschooler hs LEFT JOIN friend f ON hs.id = f.student_id GROUP BY hs.id","SELECT hs.name, COUNT(f.friend_id) AS num_friends FROM highschooler hs LEFT JOIN friend f ON hs.id = f.student_id GROUP BY hs.id",0,0.0
596,315,Show ids for all templates not used by any document.,cre_Doc_Template_Mgt,hard,SELECT template_id FROM Templates EXCEPT SELECT template_id FROM Documents,7,"SELECT t.template_id FROM templates t LEFT JOIN documents d ON t.template_id = d.template_id WHERE d.template_id IS NULL
SELECT t.template_id FROM templates t LEFT JOIN documents d ON t.template_id = d.template_id WHERE d.template_id IS NULL
SELECT t.template_id FROM templates t LEFT JOIN documents d ON t.template_id = d.template_id WHERE d.template_id IS NULL
SELECT t.template_id FROM templates t LEFT JOIN documents d ON t.template_id = d.template_id WHERE d.template_id IS NULL
SELECT t.template_id FROM templates t LEFT JOIN documents d ON t.template_id = d.template_id WHERE d.template_id IS NULL
SELECT t.template_id FROM templates t LEFT JOIN documents d ON t.template_id = d.template_id WHERE d.template_id IS NULL AND t.template_type_code IN ('template_type_code', 'template_type_description')
SELECT t.template_id FROM templates t LEFT JOIN documents d ON t.template_id = d.template_id WHERE d.template_id IS NULL",SELECT t.template_id FROM templates t LEFT JOIN documents d ON t.template_id = d.template_id WHERE d.template_id IS NULL,0,1.0
597,571,How many times at most can a course enrollment result show in different transcripts? Also show the course enrollment id.,student_transcripts_tracking,hard,"SELECT count(*) ,  student_course_id FROM Transcript_Contents GROUP BY student_course_id ORDER BY count(*) DESC LIMIT 1",7,"SELECT COUNT(*) AS max_course_enrollment_count, student_enrolment_id FROM student_enrolment_courses GROUP BY student_enrolment_id ORDER BY max_course_enrollment_count DESC
SELECT COUNT(*) AS max_enrollments, student_enrolment_id FROM student_enrolment_courses GROUP BY student_enrolment_id ORDER BY max_enrollments DESC
SELECT course_id, student_enrolment_id, COUNT(*) AS enrollment_count FROM student_enrolment_courses GROUP BY course_id, student_enrolment_id ORDER BY course_id, student_enrolment_id
SELECT COUNT(*) AS max_course_enrollments, student_enrolment_id FROM student_enrolment_courses GROUP BY student_enrolment_id ORDER BY max_course_enrollments DESC
SELECT COUNT(*) AS max_course_enrollment_count, student_enrolment_id FROM student_enrolment_courses GROUP BY student_enrolment_id ORDER BY max_course_enrollment_count DESC
SELECT student_course_id, COUNT(*) AS max_occurrences FROM transcript_contents GROUP BY student_course_id ORDER BY max_occurrences DESC, student_course_id
SELECT COUNT(*) AS max_course_enrollments, student_enrolment_id FROM student_enrolment_courses GROUP BY student_enrolment_id ORDER BY max_course_enrollments DESC","SELECT COUNT(*) AS max_course_enrollment_count, student_enrolment_id FROM student_enrolment_courses GROUP BY student_enrolment_id ORDER BY max_course_enrollment_count DESC",0,0.0
598,168,"Among the cars that do not have the minimum horsepower , what are the make ids and names of all those with less than 4 cylinders ?",car_1,extra,"select t2.makeid ,  t2.make from cars_data as t1 join car_names as t2 on t1.id  =  t2.makeid where t1.horsepower  >  (select min(horsepower) from cars_data) and t1.cylinders  <  4;",7,"SELECT cm.id, cm.maker, ml.model FROM car_makers cm JOIN model_list ml ON cm.id = ml.maker JOIN cars_data cd ON ml.modelid = cd.id WHERE cd.horsepower < (SELECT MIN(horsepower) FROM cars_data) AND cd.cylinders < 4
SELECT cm.id, cm.maker, ml.model FROM car_makers cm JOIN model_list ml ON cm.id = ml.maker JOIN cars_data cd ON ml.modelid = cd.id WHERE cd.horsepower < (SELECT MIN(horsepower) FROM cars_data) AND cd.cylinders < 4
SELECT cm.id, cm.maker, ml.model FROM car_makers cm JOIN model_list ml ON cm.id = ml.maker JOIN cars_data cd ON ml.modelid = cd.id WHERE cd.horsepower < (SELECT MIN(horsepower) FROM cars_data) AND cd.cylinders < 4
SELECT cm.id, cm.maker, ml.model FROM car_makers cm JOIN model_list ml ON cm.id = ml.maker JOIN cars_data cd ON ml.modelid = cd.id WHERE cd.horsepower < (SELECT MIN(horsepower) FROM cars_data) AND cd.cylinders < 4
SELECT cm.id, cm.maker, ml.model FROM car_makers cm JOIN model_list ml ON cm.id = ml.maker JOIN cars_data cd ON ml.modelid = cd.id WHERE cd.horsepower < (SELECT MIN(horsepower) FROM cars_data) AND cd.cylinders < 4
SELECT cm.id, cm.maker, ml.model FROM car_makers cm JOIN model_list ml ON cm.id = ml.maker JOIN cars_data cd ON ml.modelid = cd.id WHERE cd.horsepower < (SELECT MIN(horsepower) FROM cars_data) AND cd.cylinders < 4
SELECT cm.id, cm.maker, ml.model FROM car_makers cm JOIN model_list ml ON cm.id = ml.maker JOIN cars_data cd ON ml.modelid = cd.id WHERE cd.horsepower < (SELECT MIN(horsepower) FROM cars_data) AND cd.cylinders < 4","SELECT cm.id, cm.maker, ml.model FROM car_makers cm JOIN model_list ml ON cm.id = ml.maker JOIN cars_data cd ON ml.modelid = cd.id WHERE cd.horsepower < (SELECT MIN(horsepower) FROM cars_data) AND cd.cylinders < 4",0,0.0
599,504,List the name and date the battle that has lost the ship named 'Lettice' and the ship named 'HMS Atalanta',battle_death,extra,"SELECT T1.name ,  T1.date FROM battle AS T1 JOIN ship AS T2 ON T1.id  =  T2.lost_in_battle WHERE T2.name  =  'Lettice' INTERSECT SELECT T1.name ,  T1.date FROM battle AS T1 JOIN ship AS T2 ON T1.id  =  T2.lost_in_battle WHERE T2.name  =  'HMS Atalanta'",7,"SELECT b.name, b.date FROM battle b JOIN ship s ON b.id = s.lost_in_battle WHERE s.name = 'Lettice' OR s.name = 'HMS Atalanta'
SELECT b.name, b.date FROM battle b JOIN ship s ON b.id = s.lost_in_battle WHERE s.name = 'Lettice' OR s.name = 'HMS Atalanta'
SELECT b.name, b.date FROM battle b JOIN ship s ON b.id = s.lost_in_battle WHERE s.name = 'Lettice' OR s.name = 'HMS Atalanta'
SELECT b.name, b.date FROM battle b JOIN ship s ON b.id = s.lost_in_battle WHERE s.name = 'Lettice' OR s.name = 'HMS Atalanta'
SELECT b.name, b.date FROM battle b JOIN ship s ON b.id = s.lost_in_battle WHERE s.name = 'Lettice' OR s.name = 'HMS Atalanta'
SELECT b.name, b.date FROM battle b JOIN ship s ON b.id = s.lost_in_battle WHERE s.name = 'Lettice' OR s.name = 'HMS Atalanta'
SELECT b.name, b.date FROM battle b JOIN ship s ON b.id = s.lost_in_battle WHERE s.name = 'Lettice' OR s.name = 'HMS Atalanta'","SELECT b.name, b.date FROM battle b JOIN ship s ON b.id = s.lost_in_battle WHERE s.name = 'Lettice' OR s.name = 'HMS Atalanta'",0,1.0
